question,intent,answer,source_dataset
Was Ali Daei's goal for Iran marked as an own goal?,own_goal_status,No,goalscorers
How many goals did the home team Singapore score in this match?,home_team_score,1,results
What date did Republic of Ireland and Northern Ireland play each other?,match_date,1999-05-29,results
Which location hosted the match between Brazil and Paraguay?,match_location,"Arequipa, Peru",results
Was the goal involving Giacomo Raspadori on 2022-09-26 an own goal?,own_goal_status,No,goalscorers
Which team was victorious in the penalty shootout between France and Netherlands?,shootout_winner,France,shootouts
Who kicked first when Iraq played Qatar in a penalty shootout?,first_shooter,Unknown,shootouts
What was the overall goal total for the match?,total_goals,1,results
Which player got the goal for Northern Ireland against Scotland?,scorer,Billy Hamilton,goalscorers
Was the King's Cup match between Iraq and Hong Kong neutral?,neutral_status,Yes,results
On what date did Finland play Bosnia and Herzegovina?,match_date,2021-03-24,results
Did Juan Marvezzi's goal in Argentina versus Ecuador count as an own goal?,own_goal_status,No,goalscorers
Was Pedro Petrone's goal for Uruguay against Chile a penalty?,penalty_status,No,goalscorers
Was Rolando Fonseca's goal for Costa Rica marked as an own goal?,own_goal_status,No,goalscorers
Who came out on top between Switzerland and Sweden?,match_winner,Draw,results
How many goals were there in the match between Turkey and Saudi Arabia?,total_goals,3,results
Who won the penalty shootout between Argentina and Denmark on 1993-02-24?,shootout_winner,Argentina,shootouts
Which player got the goal for Austria against Belarus?,scorer,Heimo Pfeifenberger,goalscorers
When did Uruguay face Paraguay?,match_date,1921-11-02,results
Where was the match between Palestine and Yemen played?,match_location,"Riyadh, Saudi Arabia",results
Which event included the match between Qatar and Palestine?,tournament,Arab Cup,results
Which team took the first penalty between England and Germany?,first_shooter,England,shootouts
Was the match between Turkey and Sweden played on neutral soil?,neutral_status,No,results
Was the goal involving Lorry Thomsen on 2004-05-19 an own goal?,own_goal_status,No,goalscorers
At what minute did Viorel Moldovan find the net against Lithuania?,goal_minute,73,goalscorers
Who was on the scoresheet for Russia against Greece?,scorer,Vladimir Beschastnykh,goalscorers
How many goals did the home team Canada score against Trinidad and Tobago?,home_team_score,2,results
In which city and country did Germany play Italy?,match_location,"Berlin, Germany",results
What was the home team's score in Laos versus Timor-Leste?,home_team_score,2,results
Which side took the opening penalty between Uruguay and Brazil?,first_shooter,Brazil,shootouts
What was the away team's score when Panama played Guatemala?,away_team_score,0,results
Was Alexandru Maxim's goal for Romania against Faroe Islands a penalty?,penalty_status,No,goalscorers
What was the home score when Jersey played Greenland?,home_team_score,4,results
When did the match between Indonesia and Curaçao take place?,match_date,2022-09-24,results
Who won the match between Qatar and Singapore on 2002-02-16?,match_winner,Qatar,results
What was the score between England and Northern Ireland on 1982-02-23?,match_score,England 4 - 0 Northern Ireland,results
Who won the penalty shootout between New Caledonia and Vanuatu?,shootout_winner,New Caledonia,shootouts
How many goals were scored by the away team Portugal against England?,away_team_score,0,results
What competition was the match between Cambodia and Malaysia played in?,tournament,Indonesia Tournament,results
How many goals did the home team China score while hosting Malaysia?,home_team_score,1,results
Who won the shootout when Romania played Georgia?,shootout_winner,Romania,shootouts
When did the match between Paraguay and Mexico take place?,match_date,2001-07-15,results
Was Andriy Husin's goal for Ukraine marked as an own goal?,own_goal_status,No,goalscorers
Was the goal by Francisco Fonseca against Guatemala scored from a penalty?,penalty_status,No,goalscorers
Who started the penalty shootout between Kuwait and Trinidad and Tobago?,first_shooter,Unknown,shootouts
Was Kevin Doyle's goal for Republic of Ireland marked as an own goal?,own_goal_status,No,goalscorers
Did Saudi Arabia and Mexico play on neutral ground?,neutral_status,No,results
At what minute did Marlon Felter find the net against Suriname?,goal_minute,12,goalscorers
Where did Hungary face Bolivia?,match_location,"Budapest, Hungary",results
How many goals were there in the match between Brazil and Cameroon?,total_goals,1,results
When was the FIFA World Cup qualification match between Barbados and Trinidad and Tobago held?,match_date,1992-04-19,results
Was Levon Hayrapetyan's goal for Serbia marked as an own goal?,own_goal_status,Yes,goalscorers
Which event included the match between Dominican Republic and Panama?,tournament,Friendly,results
Which team took the first kick between Solomon Islands and New Caledonia on 2023-12-02?,first_shooter,Unknown,shootouts
Was the venue neutral for the match between Guinea and Ghana?,neutral_status,No,results
Did Haris Tabaković convert a penalty against Romania on 2025-11-15?,penalty_status,No,goalscorers
Who was the goalscorer for Malta versus Norway?,scorer,Michael Mifsud,goalscorers
Did Ahmed Hadid Al-Mukhaini score a penalty in the match against Singapore?,penalty_status,No,goalscorers
Was the match between DR Congo and Zambia played on neutral soil?,neutral_status,No,results
What minute was Radostin Kishishev's goal for Bulgaria?,goal_minute,45,goalscorers
When was Manuel Recinos's goal scored in the match against Nicaragua?,goal_minute,33,goalscorers
Who found the net for Comoros against Ghana?,scorer,Myziane Maolida,goalscorers
What was the away team's score when Trinidad and Tobago played Guyana on 1929-11-02?,away_team_score,1,results
Which tournament was the match between Japan and Poland part of?,tournament,FIFA World Cup,results
Did Demetrio Angola register an own goal in the match against Argentina?,own_goal_status,No,goalscorers
What was the away team's goal total against Latvia?,away_team_score,3,results
In which city and country did Curaçao play El Salvador?,match_location,"Willemstad, Curaçao",results
What was the away team's score in South Africa versus Ghana?,away_team_score,0,results
Was Benjamin Moukandjo's goal for Cameroon against Burkina Faso an own goal?,own_goal_status,No,goalscorers
How many goals were scored by the away team Chile against Scotland?,away_team_score,0,results
Who was the winner when Benin played Ivory Coast?,match_winner,Benin,results
When did the match between Burkina Faso and Benin take place?,match_date,1988-07-31,results
What was the away score when Martinique played Saint Vincent and the Grenadines?,away_team_score,1,results
On what date did Vietnam play Myanmar?,match_date,2004-08-20,results
Was the venue neutral for the match between Algeria and Nigeria?,neutral_status,No,results
Where was the match between Norway and Thailand played?,match_location,"Bergen, Norway",results
At what minute did Marc Janko find the net against Sweden?,goal_minute,77,goalscorers
How many total goals were scored between Aruba and Suriname on 1991-05-08?,total_goals,1,results
Who won the shootout when Guadeloupe played Tahiti?,shootout_winner,Tahiti,shootouts
Was Alessandro Golinucci's goal for San Marino against Denmark a penalty?,penalty_status,No,goalscorers
Who won the shootout involving United States and Canada?,shootout_winner,United States,shootouts
How did the match between Eswatini and Nigeria end?,match_score,Eswatini 0 - 0 Nigeria,results
Was Emilio Butragueño's goal against Northern Ireland scored into their own net?,own_goal_status,No,goalscorers
Where was the Friendly match between Republic of Ireland and Switzerland held?,match_location,"Dublin, Republic of Ireland",results
Who started the penalty shootout between Namibia and Eswatini?,first_shooter,Unknown,shootouts
What day was the match between Sweden and Norway?,match_date,1934-07-01,results
How many times did the home team Mali score against Mauritania?,home_team_score,2,results
Was the venue neutral for the match between North Macedonia and Georgia?,neutral_status,No,results
Which player scored for Brazil in the 1997-06-19 match against Colombia?,scorer,Edmundo Alves de Souza Neto,goalscorers
What was the home team's goal total against Trinidad and Tobago?,home_team_score,1,results
When was Jimmy Nicholl's goal scored in the match against Sweden?,goal_minute,37,goalscorers
Who won the match between Netherlands and Sweden on 2017-10-10?,match_winner,Netherlands,results
Who was the winner of the penalty shootout between Central African Republic and Gabon?,shootout_winner,Gabon,shootouts
When did Estonia face Cyprus?,match_date,2017-09-03,results
Who won the penalty shootout between Morocco and Spain?,shootout_winner,Morocco,shootouts
Which player scored for England against Ukraine?,scorer,Frank Lampard,goalscorers
How many goals did the home team Czechoslovakia score in this match?,home_team_score,1,results
When was the match between Albania and Georgia played?,match_date,2013-02-06,results
Who scored for Thailand in the match against Cambodia on 1972-05-19?,scorer,Ich Narding,goalscorers
What was the scoreline for Lesotho versus Malawi?,match_score,Lesotho 0 - 0 Malawi,results
What was the score between Mexico and Nicaragua?,match_score,Mexico 4 - 0 Nicaragua,results
In which minute did Talal Al-Meshal score in Saudi Arabia versus Vietnam?,goal_minute,88,goalscorers
What competition was the match between Belgium and Iceland played in?,tournament,FIFA World Cup qualification,results
When was the match between Argentina and Belgium played?,match_date,2014-07-05,results
How many total goals were scored between Sudan and Uganda?,total_goals,2,results
Who won the match between South Korea and Indonesia?,match_winner,South Korea,results
At what minute did Sabbir find the net against Thailand?,goal_minute,72,goalscorers
Who scored for Turkey against Belgium?,scorer,Hamit Altıntop,goalscorers
Which team took the first kick between Algeria and Cameroon on 1984-03-14?,first_shooter,Unknown,shootouts
Which team won the shootout between Gambia and Mauritania?,shootout_winner,Gambia,shootouts
What city and country hosted Norway versus Denmark?,match_location,"Oslo, Norway",results
Did Yaqoob Juma Al-Mukhaini register an own goal in the match against Philippines?,own_goal_status,No,goalscorers
What was the away team's score when Germany played Switzerland on 1972-11-15?,away_team_score,1,results
What competition was the match between San Marino and Kazakhstan played in?,tournament,UEFA Euro qualification,results
Which location hosted the match between Algeria and Cameroon?,match_location,"Bouaké, Ivory Coast",results
Who took the first penalty in the shootout between Mexico and Honduras?,first_shooter,Mexico,shootouts
Did Jeremy de León convert a penalty against Anguilla on 2024-06-11?,penalty_status,Yes,goalscorers
Which team took the first kick between French Guiana and Mayotte on 2010-09-22?,first_shooter,Unknown,shootouts
What was the total goal count in the match between Vietnam and Taiwan?,total_goals,5,results
What score did the away team Bulgaria record against France?,away_team_score,2,results
When did Algeria face Equatorial Guinea?,match_date,2022-01-16,results
Did Turkey or Romania win the match?,match_winner,Turkey,results
Did Mohamed Khalfi score a penalty in the match against Tunisia?,penalty_status,No,goalscorers
Who won the Friendly match between Faroe Islands and Iceland?,match_winner,Iceland,results
When was the match between Nigeria and DR Congo played?,match_date,2018-05-28,results
Which team was victorious in the penalty shootout between Ivory Coast and Mali?,shootout_winner,Ivory Coast,shootouts
Did Bosnia and Herzegovina or Armenia win the match?,match_winner,Bosnia and Herzegovina,results
In which tournament did New Caledonia face Fiji?,tournament,Oceania Nations Cup,results
How many goals did the home team Trinidad and Tobago score against Suriname?,home_team_score,1,results
What score did the away team Tahiti record against Wallis Islands and Futuna?,away_team_score,5,results
What was the score between Argentina and Nigeria in FIFA World Cup?,match_score,Argentina 2 - 1 Nigeria,results
What minute was Tostão's goal for Brazil?,goal_minute,3,goalscorers
What city and country hosted Papua New Guinea versus Tahiti?,match_location,"Tamuning, Guam",results
Did Yoane Wissa register an own goal in the match against Portugal?,own_goal_status,No,goalscorers
What was the final score when Italy played New Zealand?,match_score,Italy 4 - 3 New Zealand,results
Did Isco's goal for Spain come from a penalty kick?,penalty_status,No,goalscorers
Which team was victorious in the penalty shootout between Mali and Guinea?,shootout_winner,Mali,shootouts
What was the score between Venezuela and Colombia on 2006-03-01?,match_score,Venezuela 1 - 1 Colombia,results
Did Javier Valdivia score a penalty in the match against El Salvador?,penalty_status,No,goalscorers
Which team was victorious in the penalty shootout between Zimbabwe and Zambia?,shootout_winner,Zambia,shootouts
Which team took the first kick between Croatia and Spain on 2023-06-18?,first_shooter,Croatia,shootouts
Was the goal by Cyle Larin recorded as an own goal?,own_goal_status,No,goalscorers
How many goals were there in the match between Argentina and Brazil?,total_goals,3,results
Was Thailand versus Brunei held at a neutral location?,neutral_status,Yes,results
Can you tell me the score between Algeria and Palestine?,match_score,Algeria 2 - 0 Palestine,results
Which side won the penalty shootout between Iran and Egypt?,shootout_winner,Egypt,shootouts
Did Roy Krishna's goal for Fiji come from a penalty kick?,penalty_status,No,goalscorers
Who was the winner of the penalty shootout between Padania and Abkhazia?,shootout_winner,Padania,shootouts
What minute was Allan Clarke's goal for England?,goal_minute,63,goalscorers
In which minute did Andriy Husin score for Ukraine against Lithuania?,goal_minute,83,goalscorers
What was the score between Laos and Thailand?,match_score,Laos 1 - 4 Thailand,results
Which team defeated the other in Azerbaijan versus Uzbekistan?,match_winner,Draw,results
What was the result of Algeria against Egypt?,match_score,Algeria 2 - 0 Egypt,results
Did Itzik Zohar score from the penalty spot against Luxembourg?,penalty_status,No,goalscorers
Which team defeated the other in United States versus Scotland?,match_winner,Scotland,results
Who was the winner of the penalty shootout between Senegal and Ghana?,shootout_winner,Ghana,shootouts
How many goals did both teams score in total?,total_goals,2,results
Was Erling Haaland's goal in Norway versus Sweden a spot kick?,penalty_status,Yes,goalscorers
Who started the penalty shootout between Ghana and Togo?,first_shooter,Unknown,shootouts
What was the home team's score when Germany played Armenia on 1997-09-10?,home_team_score,4,results
Which player scored for England in the 1971-04-21 match against Greece?,scorer,Geoff Hurst,goalscorers
Did Máximo Alcócer register an own goal in the match against Colombia?,own_goal_status,No,goalscorers
Which location hosted the match between Bahrain and Jordan?,match_location,"Riffa, Bahrain",results
Was the match between Chile and Brazil played at a neutral venue?,neutral_status,No,results
What was the total number of goals scored between Italy and Belgium?,total_goals,1,results
Did Karim Benzema score an own goal against Switzerland?,own_goal_status,No,goalscorers
Who was the first shooter in the penalty shootout between Ethiopia and Burundi?,first_shooter,Unknown,shootouts
How many goals did the home team Russia score in this match?,home_team_score,0,results
How many goals were scored in total when Fiji faced Samoa?,total_goals,10,results
What was the score between Malta and Northern Ireland?,match_score,Malta 0 - 3 Northern Ireland,results
Who took the first penalty in the shootout between Mali and Guinea?,first_shooter,Unknown,shootouts
How many goals were there in the match between Romania and Egypt?,total_goals,1,results
What was the score between Paraguay and Japan?,match_score,Paraguay 0 - 0 Japan,results
On what date did Guam play Taiwan?,match_date,2007-06-17,results
What was the scoreline for South Korea versus Yemen?,match_score,South Korea 6 - 0 Yemen,results
Did Kenny Miller's goal for Scotland come from a penalty kick?,penalty_status,No,goalscorers
What was the score between Russia and Germany on 1985-08-28?,match_score,Russia 1 - 0 Germany,results
What was the home team's score when Malta played England on 1971-02-03?,home_team_score,0,results
What city and country hosted Paraguay versus Peru?,match_location,"Asunción, Paraguay",results
What was the final score between South Africa and Zambia?,match_score,South Africa 1 - 2 Zambia,results
Did Mircea Lucescu score an own goal against Denmark?,own_goal_status,No,goalscorers
Who was the goalscorer for Portugal versus Andorra?,scorer,Cristiano Ronaldo,goalscorers
What city and country hosted England versus Northern Ireland?,match_location,"London, England",results
Which tournament included the match between Colombia and England?,tournament,FIFA World Cup,results
Was Valeriu Pogorelov's goal for Moldova against Wales an own goal?,own_goal_status,No,goalscorers
Was the match between Indonesia and Philippines played on neutral soil?,neutral_status,No,results
Where was the match between Argentina and Belgium played?,match_location,"Brasília, Brazil",results
Which tournament was the match between Nigeria and Congo part of?,tournament,African Cup of Nations qualification,results
Was the goal scored by Chérif Souleymane for Guinea a penalty?,penalty_status,No,goalscorers
Was Algeria against Mali played away from both teams' home grounds?,neutral_status,No,results
What was the total goal count in the match between Suriname and Trinidad and Tobago?,total_goals,2,results
Who started the penalty shootout between Portugal and Slovenia?,first_shooter,Slovenia,shootouts
What competition did Vietnam and Afghanistan play in?,tournament,Friendly,results
How many total goals were scored between Hungary and Yugoslavia?,total_goals,2,results
Who emerged as the winner in Moldova vs Hungary?,match_winner,Moldova,results
When did Kenya face Uganda?,match_date,2004-12-18,results
What was the date of Andorra versus Malta?,match_date,2020-10-10,results
What was the final score when Uganda played Malawi?,match_score,Uganda 2 - 0 Malawi,results
How many goals did the home team Kenya score against Eswatini?,home_team_score,2,results
Who found the net for Malaysia against Thailand?,scorer,Isa Bakar,goalscorers
Was the goal involving Saeed Al Kass on 2001-05-04 an own goal?,own_goal_status,No,goalscorers
Which team won the shootout between England and Germany?,shootout_winner,Germany,shootouts
Was the goal by Gerhard Körner against Denmark scored from a penalty?,penalty_status,Yes,goalscorers
What was the away team's goal total against Hong Kong?,away_team_score,0,results
What was the home score when Kuwait played Syria?,home_team_score,0,results
What was the combined number of goals in the AFC Asian Cup qualification match between Tajikistan and Bangladesh?,total_goals,5,results
At what point in the match did Robiul Hasan score against Laos?,goal_minute,72,goalscorers
Which side won the penalty shootout between Brazil and Argentina?,shootout_winner,Brazil,shootouts
When was the CONCACAF Championship qualification match between Guatemala and Nicaragua held?,match_date,1967-02-14,results
Was Florin Răducioiu's goal for Romania against Colombia a penalty?,penalty_status,No,goalscorers
What was the away team's score when South Korea played Oman?,away_team_score,0,results
Was the goal by Wilmer Velásquez recorded as an own goal?,own_goal_status,No,goalscorers
When was the match between United Arab Emirates and Iran played?,match_date,1992-11-01,results
Did the match between Honduras and Brazil end in a draw or did someone win?,match_winner,Brazil,results
What was the home team's goal total against Argentina?,home_team_score,6,results
Where was the match between Italy and Denmark played?,match_location,"Milan, Italy",results
Who won the penalty shootout between Guyana and Suriname?,shootout_winner,Suriname,shootouts
What was the total number of goals in Austria versus Republic of Ireland?,total_goals,6,results
Was Alberto Jiménez's goal against Trinidad and Tobago scored into their own net?,own_goal_status,No,goalscorers
Who found the net for France against Serbia?,scorer,Thierry Henry,goalscorers
Was the goal by Elsad Zverotić recorded as an own goal?,own_goal_status,No,goalscorers
Was Flávio Amado's goal against Zimbabwe scored into their own net?,own_goal_status,No,goalscorers
Who was victorious in the match between Germany and Liechtenstein?,match_winner,Germany,results
What was the away score when Malta played Austria?,away_team_score,3,results
What was the home team's score when Hong Kong played Singapore?,home_team_score,1,results
When was Nikola Jerkan's goal scored in the match against Lithuania?,goal_minute,58,goalscorers
What was the final score when Gambia played Mauritania?,match_score,Gambia 0 - 0 Mauritania,results
What was the away team's score in Mexico versus Cuba?,away_team_score,0,results
Which location hosted the match between Ecuador and Chile?,match_location,"Quito, Ecuador",results
Who took the first penalty in the shootout between Tajikistan and United Arab Emirates?,first_shooter,Tajikistan,shootouts
Was the venue neutral for the match between Peru and Panama?,neutral_status,No,results
Was the match between Belgium and Iceland played at a neutral venue?,neutral_status,No,results
In what city was Montenegro against Czech Republic played?,match_location,"Podgorica, Montenegro",results
How many goals did the home team Botswana score in the African Cup of Nations qualification match against Comoros?,home_team_score,2,results
Which player scored for United Arab Emirates in the 2001-04-14 match against Brunei?,scorer,Yaser Salem Ali,goalscorers
Who won the shootout when Cameroon played Egypt?,shootout_winner,Egypt,shootouts
Which player scored for Romania in the 1994-06-22 match against Switzerland?,scorer,Gheorghe Hagi,goalscorers
Did Tadjou Salou register an own goal in the match against Egypt?,own_goal_status,No,goalscorers
Which team won between Niger and Angola?,match_winner,Angola,results
What was the home team's score in China versus Somalia?,home_team_score,7,results
Who was victorious in the match between Tunisia and Mauritania?,match_winner,Tunisia,results
What competition was the match between Iran and Pakistan played in?,tournament,Friendly,results
Who won the Friendly match between Poland and Slovenia?,match_winner,Poland,results
What was the combined number of goals in the Gold Cup match between Jamaica and Curaçao?,total_goals,2,results
Did Turkmenistan or Thailand win the match?,match_winner,Turkmenistan,results
Which team defeated the other in Italy versus Brazil?,match_winner,Brazil,results
At what point in the match did Valery Karpin score against Armenia?,goal_minute,70,goalscorers
Was the goal by Jairo Patiño against Panama scored from a penalty?,penalty_status,No,goalscorers
Did Juan Pablo Ángel's goal in Colombia versus Bolivia count as an own goal?,own_goal_status,No,goalscorers
How many times did the away team San Marino score against Finland?,away_team_score,0,results
What was the away team's goal total against Netherlands?,away_team_score,1,results
When did Omar Khribin score against Myanmar?,goal_minute,30,goalscorers
Which team was victorious in the penalty shootout between China and South Korea?,shootout_winner,South Korea,shootouts
Which tournament featured Macau versus Myanmar?,tournament,FIFA World Cup qualification,results
Which tournament featured Indonesia versus Cambodia?,tournament,King's Cup,results
Did Cameroon and DR Congo play on neutral ground?,neutral_status,No,results
Where was the Viva World Cup match between Northern Cyprus and Darfur held?,match_location,"Erbil, Iraq",results
What was the total number of goals in Gabon versus Burkina Faso?,total_goals,2,results
Did Michalis Konstantinou score a penalty in the match against Faroe Islands?,penalty_status,Yes,goalscorers
Which team won between Rwanda and Congo?,match_winner,Rwanda,results
What was the score between Afghanistan and Nepal in SAFF Cup?,match_score,Afghanistan 0 - 3 Nepal,results
Did Peter Houtman convert a penalty against Spain on 1983-11-16?,penalty_status,No,goalscorers
Who won the shootout when China played Egypt?,shootout_winner,Egypt,shootouts
Which team defeated the other in Rwanda versus Zambia?,match_winner,Zambia,results
What was the final result when Finland played Norway?,match_score,Finland 2 - 5 Norway,results
Did Tomáš Skuhravý's goal for Czechoslovakia come from a penalty kick?,penalty_status,No,goalscorers
At what minute did Michael Mifsud find the net against Czech Republic?,goal_minute,47,goalscorers
Which player scored for Cameroon against Serbia?,scorer,Vincent Aboubakar,goalscorers
Was the goal by José Sanfilippo against Paraguay scored from a penalty?,penalty_status,No,goalscorers
Which side won the penalty shootout between Ynys Môn and Jersey?,shootout_winner,Ynys Môn,shootouts
At what minute did Eduardo Laing find the net against Northern Ireland?,goal_minute,60,goalscorers
What was the away team's score in Iran versus Belarus?,away_team_score,2,results
Which team took the first penalty between Denmark and Mexico?,first_shooter,Denmark,shootouts
What was the away team's score when Mozambique played Sudan on 2000-04-23?,away_team_score,1,results
Was the goal by Masato Morishige against Afghanistan scored from a penalty?,penalty_status,No,goalscorers
Who started the penalty shootout between Saudi Arabia and Iran?,first_shooter,Unknown,shootouts
How did the match between Kyrgyzstan and North Korea end?,match_score,Kyrgyzstan 1 - 0 North Korea,results
Did Faneva Imà Andriatsima convert a penalty against Comoros on 2007-10-14?,penalty_status,No,goalscorers
Who was on the scoresheet for Serbia against North Macedonia?,scorer,Zoran Tošić,goalscorers
In what city was Slovenia against Romania played?,match_location,"Celje, Slovenia",results
When was the Friendly match between Nepal and India held?,match_date,2021-09-05,results
Did Alain Traoré score from the penalty spot against Ethiopia?,penalty_status,No,goalscorers
Was Paraguay against Japan played away from both teams' home grounds?,neutral_status,Yes,results
Who won the penalty shootout between Zambia and Eswatini?,shootout_winner,Eswatini,shootouts
What day was the match between South Korea and Bahrain?,match_date,1986-09-24,results
Which team kicked first in the shootout between Ethiopia and Uganda?,first_shooter,Unknown,shootouts
What was the away team Sudan's score against Kenya?,away_team_score,1,results
Who won the match between Belgium and Mexico on 1990-06-02?,match_winner,Belgium,results
Was the goal scored by Oliver Bierhoff for Germany a penalty?,penalty_status,No,goalscorers
Did Randolph Burton's goal in Antigua and Barbuda versus United States Virgin Islands count as an own goal?,own_goal_status,No,goalscorers
What was the total number of goals scored between Mali and Tunisia?,total_goals,1,results
In what city was England against Northern Ireland played?,match_location,"Middlesbrough, England",results
What was the overall goal total for the match?,total_goals,6,results
What competition was the match between France and Cyprus played in?,tournament,FIFA World Cup qualification,results
Was Luis Santamaría's goal for Honduras marked as an own goal?,own_goal_status,No,goalscorers
Was the goal scored by Andres Oper for Estonia a penalty?,penalty_status,No,goalscorers
What score did the home team Egypt record against Malawi?,home_team_score,1,results
At what point in the match did Max Abegglen score against Sweden?,goal_minute,15,goalscorers
Was the match between Colombia and Scotland played at a neutral venue?,neutral_status,Yes,results
Which player scored for Guatemala in the 2011-11-11 match against Grenada?,scorer,Freddy García,goalscorers
Did DaMarcus Beasley score from the penalty spot against Grenada?,penalty_status,No,goalscorers
Who won the shootout involving Madagascar and Egypt?,shootout_winner,Egypt,shootouts
What competition was the match between Gambia and Sierra Leone played in?,tournament,Friendly,results
Who won the shootout involving Russia and Serbia?,shootout_winner,Russia,shootouts
What was the score between Bosnia and Herzegovina and Malta?,match_score,Bosnia and Herzegovina 2 - 0 Malta,results
Which team was victorious in the penalty shootout between Zimbabwe and South Africa?,shootout_winner,Zimbabwe,shootouts
What competition was the match between India and Afghanistan played in?,tournament,Asian Games,results
Which team was victorious in the penalty shootout between Occitania and Iraqi Kurdistan?,shootout_winner,Iraqi Kurdistan,shootouts
Which team won the shootout between United States and Canada?,shootout_winner,United States,shootouts
In which tournament did Saudi Arabia face China?,tournament,FIFA World Cup qualification,results
What was the result of Bahamas against Saint Kitts and Nevis?,match_score,Bahamas 0 - 4 Saint Kitts and Nevis,results
Who won the UEFA Nations League match between Denmark and Belgium?,match_winner,Belgium,results
What was the final score when Bolivia played Chile?,match_score,Bolivia 2 - 5 Chile,results
Who was the first shooter in the penalty shootout between Ethiopia and Zanzibar?,first_shooter,Unknown,shootouts
Which tournament featured Cameroon versus Ivory Coast?,tournament,Friendly,results
What was the home score when Portugal played Brazil?,home_team_score,0,results
Was the match between Republic of Ireland and Latvia played on neutral soil?,neutral_status,No,results
Did Edson Tortolero's goal for Venezuela come from a penalty kick?,penalty_status,Yes,goalscorers
Was Edson Puch's goal in Chile versus Mexico a spot kick?,penalty_status,No,goalscorers
Did Madagascar or Togo win the match?,match_winner,Draw,results
Was Gabriel Torres's goal against Mexico scored into their own net?,own_goal_status,No,goalscorers
What score did the away team Mauritania record against Tunisia?,away_team_score,1,results
What score did Haiti and Saint Lucia finish with?,match_score,Haiti 3 - 2 Saint Lucia,results
What score did the away team Uruguay record against Luxembourg?,away_team_score,1,results
Who was on the scoresheet for Japan against Afghanistan?,scorer,Masato Morishige,goalscorers
On what date did Japan play South Korea?,match_date,1978-07-19,results
In what city was Lebanon against Bahrain played?,match_location,"Beirut, Lebanon",results
Which side took the opening penalty between Zambia and Angola?,first_shooter,Unknown,shootouts
What day was the match between Benin and Rwanda?,match_date,2011-10-09,results
How many goals did the home team Guatemala score against Bermuda?,home_team_score,0,results
What competition was the match between Norway and Sweden played in?,tournament,Nordic Championship,results
Which event included the match between Bahamas and Trinidad and Tobago?,tournament,CONCACAF Nations League,results
Was the goal scored by Ciriaco Sforza for Switzerland a penalty?,penalty_status,No,goalscorers
What was the competition for Costa Rica against Honduras on 2005-02-27?,tournament,UNCAF Cup,results
How many goals did both teams score in total?,total_goals,5,results
Who won the shootout when Algeria played Gabon?,shootout_winner,Algeria,shootouts
Was Jacek Krzynówek's goal for Poland against Northern Ireland an own goal?,own_goal_status,No,goalscorers
When was Tomas Danilevičius's goal scored in the match against Faroe Islands?,goal_minute,52,goalscorers
Which location hosted the match between Malawi and Madagascar?,match_location,"Blantyre, Malawi",results
What was the total number of goals in Nigeria versus Ghana?,total_goals,0,results
Was the match between Ghana and Zambia played at a neutral venue?,neutral_status,Yes,results
Which tournament included the match between South Africa and Argentina?,tournament,Friendly,results
What competition was the match between Malawi and Kenya played in?,tournament,Friendly,results
Who kicked first when India played Bangladesh in a penalty shootout?,first_shooter,Unknown,shootouts
Who scored for Netherlands in the match against Kazakhstan on 2014-10-10?,scorer,Robin van Persie,goalscorers
How many goals did the away team Brunei score while playing away to Nepal?,away_team_score,0,results
Which player scored for Colombia in the 2005-06-08 match against Ecuador?,scorer,Martín Arzuaga,goalscorers
Which side took the opening penalty between Japan and Australia?,first_shooter,Australia,shootouts
Which player scored for Chile against Argentina?,scorer,Rodrigo Tello,goalscorers
How many goals did the home team Venezuela score in this match?,home_team_score,0,results
In what city was Latvia against Estonia played?,match_location,"Riga, Latvia",results
Was Vicente Guillot's goal for Spain against Romania an own goal?,own_goal_status,No,goalscorers
How many goals were scored by the home team Malawi against Togo?,home_team_score,1,results
Where was the UEFA Euro qualification match between Malta and Bulgaria held?,match_location,"Attard, Malta",results
Who kicked first when Egypt played DR Congo in a penalty shootout?,first_shooter,Egypt,shootouts
Which team kicked first in the shootout between Denmark and Spain?,first_shooter,Denmark,shootouts
Was the Friendly match between Suriname and Guadeloupe neutral?,neutral_status,No,results
What city and country hosted Northern Ireland versus Wales?,match_location,"Belfast, Northern Ireland",results
Was Mozambique versus Botswana held at a neutral location?,neutral_status,No,results
Who was the first shooter in the penalty shootout between Ivory Coast and Madagascar?,first_shooter,Unknown,shootouts
What was the result of North Macedonia against England?,match_score,North Macedonia 0 - 1 England,results
What was the final score between Guatemala and Honduras?,match_score,Guatemala 3 - 1 Honduras,results
Was Scotland against Iceland played away from both teams' home grounds?,neutral_status,No,results
In which minute did Jaime González score for Colombia against Venezuela?,goal_minute,34,goalscorers
What was the location of Hungary versus Northern Ireland?,match_location,"Budapest, Hungary",results
How did the match between Ethiopia and Tanzania end?,match_score,Ethiopia 7 - 0 Tanzania,results
Did Hasan Salihamidžić convert a penalty against San Marino on 2005-06-04?,penalty_status,No,goalscorers
What was the date of Guinea-Bissau versus Kenya?,match_date,2010-09-04,results
Who won the penalty shootout between Germany and France?,shootout_winner,Germany,shootouts
Who was the winner when Northern Ireland played Italy?,match_winner,Draw,results
Which team was victorious in the penalty shootout between Netherlands and Costa Rica?,shootout_winner,Netherlands,shootouts
